,label,text
34576,0,chick corea was tonight...and I missed it  ...now she sobs
34577,0,@JamesSki i've a sneaky suspiscion she too k it with 'er. 
34578,1,@Aggiechic11 GOOD LUCK!!!   
34579,1,Keep forgetting to check my Twitter! 
34580,1,Guess I've got dogs on the brain! Hope you are all doing well today. 
34581,1,laying in bed trying to sleep but its not working. got plans tomorrow 
34582,1,"@matteohickey fantastic book, congrats, my sons mate is in Birralee Voices, another mate of mine is a tenor, and we know some Ten Tenors "
34583,0,eating at b-dubs always makes me ill (everything fried in beef tallow) and yet I always forget and eat there. 
34584,1,@Bronte1068 hang in there girl!! it won't be as bad as you think!! 
34585,0,I wish I could play net 
34586,1,london has really turned on the weather! oh yeah...going to read in the sun today...get my tan on 
34587,0,Ugh...... It's too early for me to be awake but I have some running to do 
34588,1,@makovec Not by much  It was right before my client refreshed.
34589,0,Poor lil &quot;race car&quot; bed. Where's a &quot;pit crew&quot; when I need it cause I guess I couldn't fix it 
34590,1,"@ValCatherine thanks! I'll tell my mom. I refuse to go to choir after school, i feel too... Blurgh. And i'm so happy for you!  xo"
34591,0,I am sick. So very sick. And I don't mean deranged sick. I mean cold/flu sick.  Being stuck in bed all day is going to suck. 
34592,0,i am soooo bored right now!!  no-one to talk to...hatumpfff
34593,0,@bren_311 i wont be nosey and ask but whatever it is i hope everything is okay. 
34594,1,"@rastin right on, I'll refrain then "
34595,0,going to get shots for college  man i hate the doctors
34596,1,"@dpatterson meaning the week end is suppose to help? But it's Monday, dang it. Maybe I should learn to say NO! "
34597,0,@lolitaware dont get too used to it -- the clouds are back 
34598,0,@unclekins hmmm tweeting is so buggy from my phone 
34599,0,so i just joined shoedazzle.com &lt; see what boredom and frustration does to somebody thats loves retail therapy 
34600,1,@effef Lets be challenged together! PJ TIME 
34601,1,I wish I lived in like the long lost island of Caribiliam or something. Anything away from here. 
34602,1,Got some good good news today.... Pretty daym psyched today 
34603,1,"just got &quot;Twidget,&quot; the twitter status updater for my dashboard! hm, maybe I'll update now "
34604,1,"I wanna play sims3 , now i have sims2 !! SATANÄ°ST YARATMAK Ä°STÄ°YORUM "
34605,0,@mikeordie missed u at chatham &amp; mcnivens  write us from europe!
34606,1,http://twitpic.com/7j86p - thanks @livingsecrets it does help..and i did find one 
34607,1,if your looking for some visual stimulation: http://itsmanders.tumblr.com 
34608,1,"@YiFeiX3 haha ok sure.. Not sure, I'm waiting for my bro to come back with it. haha. "
34609,0,"@JackKk_ Sucks dont it.  boo. Gotta eat a curry 2moz tho, not a good start."
34610,0,left out most important thing  the correct headphones for my old IPhone and I don't have my adaptor 
34611,1,Good morning folks! It's a chilly Tuesday morning and I'm ready for the day! I think... 
34612,1,is wondering how in the heck her scalp ended up burnt with all this hair??? Oh well the sunscreen did its job and what a great pool party 
34613,0,this is gonna be a lonely summer 
34614,0,Why is it that when you have money to spend there is nothing you want to buy? 
34615,1,feeling like such a lil kid at goofy's house 
34616,1,Listening to New Kids On The Block 
34617,1,@jonanders why limit your story to 140 ch. Tell all what is annoying you at www.iamsoannoyed.com 
34618,1,"@jaanus and Firefox, 35 tabs in 1 window "
34619,1,watching Get Smart with the sissy 
34620,0,No! Julies phone died 
34621,0,@eunicehwangbo swear the same thing happened to me for game 1!!! the worst 
34622,1,last exam tomorrow! BRING ON THE SUMMER  x
34623,1,@KDeLaRiva lol -thats a good update. have a good day  Gia hopes
34624,0,Why is it raining?! I plan to go out of town next week! 
34625,1,"@Sannay Lol nice, me too, kinda' tired though. What do you do btw? Just curious. "
34626,0,I realllly miss my parents backyard and hammock. reallly bad. 
34627,1,I like RSS more than Twitter  re: http://ff.im/3HKwN
34628,0,Having a great grand time 
34629,0,Oh. Great. Rain. 
34630,0,Just said goodbye to Chuy....he was happy....I'm not 
34631,0,Aw my little luke seems so nervous. Poor kid. I kind of don't want to leave him 
34632,1,@sofiesunshine good luck lovely  xxxxx
34633,0,#youknowyouupttooearly when wafflehouse hasn't even made the sweet tea yet 
34634,1,@MAR7ENE I heard club cabana was nice &amp; I heard of this place called sugar was fun too but its your choice!! 
34635,0,"Getting ready for the day, I miss my hair extensions "
34636,1,@seanmurphymusic http://twitpic.com/6bb6d - that's beautiful 
34637,0,I wish @PerezHilton was in Vancouver  
34638,0,"So tired. Had a boring day at work, ochem grades were never posted, and I still have no xbox. "
34639,0,"Now my eye is itching, I think it's cause I've been rubbing it, hopefully not because I've been given a nasty eye infection "
34640,1,@BellaCullen0110 Hey! 
34641,0,So sad!!! I scratched the screne on my vu! 
34642,0,had to work today  .but now back home.. and reading something on Forbes about Micheal Bay..
34643,1,Hey! I just seem to have notched 300 followers! Wow! Thanks guys and gals for keeping up with my thoughts! Glad to have you here 
34644,1,"@ButchtasticKyle You know I love you, too.  "
34645,1,"@Goleudy Works great, I enjoy it. It's just I get a little excited when it gets close to having a week off "
34646,1,"If you have mod points on slashdot and need a good cause, please mod up my comment on the accounting poll - http://tinyurl.com/moau6m "
34647,0,@chris_leung man that sux!! Why do they block everything!! 
34648,1,aaaaaaah my tattoo is DOPE! :p definately going to sleep happy  I'll post a pic when it heals&lt;3 it's all swollen now..
34649,0," sold out : http://twitpic.com/7ow0n, fuck my life."
34650,0,i really wanna go to a @NKOTB concert but that'll probably never happen since they dont come to hawaii &amp; i cant go anywhere else 
34651,1,see you in the morning 
34652,0,Just lost 100 at fantasy not happy now 
34653,0,@cheapsuits You betcha. the &quot;airport bar&quot; isn't even open 
34654,0,Sleepy day..I think I ate too much today 
34655,1,"Sleeping on a couch tonight, in the comfiest sleeping bag ever. "
34656,0,@skweeker Real question is it an NWS #fail or an equipment #fail? This police scanner has never let me down before. 
34657,0,"@RFLong bwahahahaha (seriously though, i have to pack  aka i needs ducttape)"
34658,1,@alexandria_f the rocks looked &quot;rocky&quot;... verrry nice..! 
34659,1,@writinghonor @dd03 @nicholandria @suzanpetersen @TeresaMedeiros @TiannaXander @abookinhand Morning tweeters! Have a great day 
34660,0,"Bah, Miro Satan isn't playing "
34661,1,"@Soninananah absolutely, I believe I will be texting you and Dave directions to wherever we are "
34662,0,I'm at work 
34663,0,"i've seen her today and my heart felt like its exploding , she looked at me and i lost my heart to her , but i'm not good enough for her "
34664,1,"@bcswny Haha, it's true. Have you heard that song? I loooovvee it. "
34665,0,"@DebbieFletcher why did mcfly not say hello on the RJ hotel?fans there stayed disappointed,i know that not fault of them,but just a hello "
34666,1,"when ur eating ramen noodles, its always a happy time "
34667,1,"Live on INDIE LOVE RADIO until 9pm EST. Come check us out at www.indielove.ca!  All Canadian, always independent, all the time "
34668,0,@Homage bellydents sounds like celllulite to me 
34669,0,@TheRealAdamAli i know  when Howard hit the go-ahead 3 run HR it was insane
34670,0,"So the American Eagle site went down right as I was using my reward coupon. By the time is was back on, it was 12am and it had expired!!! "
34671,0,@KSchmidt4 shakes head in disappointment  lol
34672,1,Already replaced a broken networkswitch and printed last weeks invoices. Looking forward to reading my weekend newspaper with a coffee 
34673,0,I want to be asleep so bad..but I can't..hate this feeling!!! I probably shouldn't be on my phone tho 
34674,1,"@tomricci ah, yeah, fair enough "
34675,1,@deadlyx cus you wanna talk to me duhh 
34676,1,@sm9 so was i until about 30 mins ago 
34677,0,My mom made me take out my belly button piercing. 
34678,0,wow. That was scary. 
34679,0,"@MelodyLeaLamb So sad  Sometimes people tend to neglect themselves and are okay, other times it just doesn't serve them well."
34680,1,i'm well excited- they do mini creme egg twisters in mini hero's now! 
34681,1,"@babspanky lol yeah, he'd let you as long as you work around him  Dumpy/Dumper is very cute! He'll be ok. I hope. Someone will keep him."
34682,1,@RajKathwadia if Danny is in office pls tell him I still haven't got his constipated email which i need really urgently thanks 
34683,0,@StampfliTurci Winter's coming Helmi...Thanks for that !...NOT 
34684,0,My battery in my car died idk what to do??? Or where to get jumper cables  this woulddd happen to meeee
34685,0,Life without the Internet is like living in the Dark Ages... 
34686,0,"@apricotica PS  H painful MD!  R up at midnight, 2:30 (w/ wet pjs, sheet), 6:30 climbed out of crib, shut/locked br door, climbed back in "
34687,0,My fish died... 
34688,1,Four months till my birthday.  hahaha. im only turning 19 though
34689,1,"@chiniehdiaz We could do a poll: How would u kill your spouse if they pushed u over the edge? Answers wld be amazing, I'm sure "
34690,1,@kurlz yes it was  Thanks for the great conversation.
34691,1,On best rest.  Only gonna be pregnant for 5 more days! 
34692,1,"@lorireed I had kids at an older age, too. Makes us wiser mothers. "
34693,0,sbfgkdsfhgk mohawks game w/ out my baby  fucking bulllllshiiiitt.
34694,0,@heartmychloe we'll come home to annapolis on saturday...  
34695,0,@dakidnice215 thank you..shit got leaked  lol oh well....purple rain dropping july3rd
34696,1,Ris 'n shine! 
34697,0,i wish i could talk to you john 
34698,1,JO-LEEE D: get on the interwebs plz.        i need to ask you a question about codinggg 
34699,1,that was the last day of our school musical. We had a ridiculous amount of fun backstage and got shushed soo many times xD. good stuff 
34700,1,Just bottled the lemon jam! Total turn-out just over 2 litres - and it's pretty tasty too! 
34701,1,"@cycling2009 Yep.  And actually, it would make a cool avatar.  I should really have something cycling like but the duck makes me smile "
34702,1,You may have heard @DanSchawbel's book is out today  Here's my review of it for UniversityChic.com: http://universitychic.com/node/4063/
34703,0,"@anahavana She can't help it. She's chasing me now, and I have now found out i left my wallet at home "
34704,1,"@joeag I prob shouldn't have asked I don't know many britney songs haha I'm listening to marinas trench  what u up to, get in the sun "
34705,1,"@lizwoolly  aw thank you, i hope ppl notice im trying.. i hand picked everyone i follow, took forever! Twitter networking is neverending!"
34706,1,"@ZRM_25 Well, as long as you make those 2 days count, it really helps!  I took the weekend off, I'm gonna suck tomorrow. haha Sleepy yet?"
34707,1,I would like this cappucino every morning with breakfast  http://bit.ly/JmLGP
34708,0,poundin head ache 
34709,0,"@renssies wow some nice items, to bad we need to buy them "
34710,0,I jst 'covet after a neighbour's wife'..I hv sinnd 
34711,1,"@cristinalaria go in tomorrow, let me know what they say. Tell them you have influence and threaten to badmouth them on TV&amp; radio "
34712,0,"4am. why am i still awake? oh yah, at the new place, have to wait for the bf who refuses to stop working until he finishes. BLEGH TO HIM! "
34713,1,gee I wonder who will win this one? 
34714,1,Just left Eldoret and are on our way back 2 Nairobi but we have a quik stop to check out some of the local wildlife  In all over 7k saved!
34715,0,WTF?! I woke up again and its just almost midnight here! Aaaghhh... I'll try to go back to sleep! 
34716,1,@Mary_Victoria they get a lot of them!  They tweet too!!   @budsthrubullies
34717,1,i've already seen the preview &amp;&amp; its gewd 
34718,0,Got my hands on a Palm Pre today thx to @bowman_jesse. It's slick! I want one. $550 with no contract. Bit much for me right now 
34719,1,@SoGooey U knw it dude! 
34720,0,@plzdntfEdthmodl I've got to work. 
34721,1,@anyamanda he's a liar and unfaithful. grr good luck fer yer exam 
34722,0,My stomach still doesn't feel right 
34723,0,can't sleep thinking about dieing brothers and sisters in Iran.. 
34724,1,@ashleytisdale http://twitpic.com/6nug4 - your so beautiful   i love your hair brown  xx
34725,1,"@TheRealFAME -- . I swear, you dont know who you dealing w. I'll have you sleepin outside my window. "
34726,0,i want to se the mtv awards booh yaaa! 
34727,1,@Dragonwheels LOL @ukprogressive You dont know what you're missing!  Tho nothing worse than a twitchy pillion 
34728,1,sleepy. wanna go back to the lil tree house with LCD TV and laughs all over the room. 
34729,0,@samantharosario I wanna goooo!!!  have a meeting right now though would ya believe??
34730,0,"i left school, but ill scream on monday when i figure out tat i wont c my harmony friends. no more locker blockers eithr "
34731,0,And you shared it with us?! NOW I WANT 1 TOO! *pout* &gt; @GodFirst08: I cannot get &quot;banana pancakes&quot; out of my head! It's making me hungry. 
34732,0,@Cfitz002 oh no Rent  no!
34733,1,@ArnaudJacobs Great quote 
34734,1,Just cracking into beer at red. Sunshine and cold cool asahi! Could it get any better? Look!! Scantily clad women.... 
34735,1,Tonight I will be able to sleep under my sheets  As opposed to on top of them covered in a layer of sweat 
34736,0,Why does Bri'tney F*ck ' Vids keep following me?!! I already blocked him/her or whatever!! HELP! Does this user have tons of accounts?! 
34737,1,"@sebhawker I just have no clue how he has created his super-team!! However, i'm not complaining  #f1"
34738,0,"going to the stores for my mama with my bebe, im annoyed that other peoples errands have to interfer w my plans "
34739,1,@ChrisTFT did you leave room in the luggage for me?! 
34740,0,"@HGI_INNsider Oh great, thanks for that tweet. Loungin an ice cream. I've just got to work! "
34741,0,Freakin sleepy  can I make it until midnite?hhhhh..
34742,0,I'd like to think its just vampires playing baseball... But seriousley i need some sleep! Kinda hard to do with loud scary thunder 
34743,0,@LisaTalia i am GREEN with envy!! How does one get invited to the mac launch?? dont they need a news journo... 
34744,1,To all my beautiful followers  check me out on YouTube maybe? Www.YouTube.com/user/theboomtube thnx loads 
34745,1,finals are almost over! just two more days! i'm so excited!  SUMMER HERE I COME!!
34746,0,Grr I can be the happiest but as soon as I get to this job im in a horrible mood! 
34747,1,@StartupBlogHU kÃ¶sz a molyos linket a marketingkÃ¶nyvhÃ¶z 
34748,1,@chikakaka So hard to make a choice. But I'll go FB &amp; then the party though 
34749,1,@nardgo LOL .. rabena yestor .. Kwayes eny msh fe Cairo  .. BTW Will you go to #DemoCamp #Cairo ?
34750,1,"Well... I think it's about time this greenwriter go to bed. I have to be up at 6 in the AM, get to the office and tweet some more "
34751,1,i am borrowing moms car wch i love &amp; decided to make some breakfast dinner plate for breakfast gangsta! this day is absolutely georgiouse 
34752,1,@robyn3890 it was way worse than that ...and where were you why didnt you say hello? 
34753,0,@jaqpants my en-cranberry-juiced eeepc 901 keyboard didn't survive soapy water 
34754,0,@LoinDeCeMonde aw poor you 
34755,0,has one of those unhappy pains! i hate this pain! 
34756,1,dan young is going to get eaten by clowns in his sleep   portfoliiiiiiiio sucks ~
34757,0,@Azlen &amp; @phyllie417 thanks for the ff guys.. i'll try and get mine done later.. got meetings now though 
34758,0,"@sunnylam No, not in Assisi anymore "
34759,1,@gravitywins @MrsBelcher That rocks! I can't wait to see your new place. 
34760,1,Only took ...ahem....several hours 
34761,1,my birthday is in 6 days 
34762,0,"On my way to practice, it's good to be with the band again.... I want a tour so badly "
34763,0,And now im all hungry and thirsty. and too afraid to go downstairs... 
34764,1,Had a bad cold the past 3 days but feeling better after lots of nyquil to knock me out. 
34765,1,@X_LLence  thanks for all of your help! 
34766,1,"@illuminantceo Indeed, I hope they take your advice.  In any case, twitter trends &amp; ï£¿ fan sites will be the 1st to let us know."
34767,0,@Lolliepo ms. U took my phone. 
34768,1,@ddlovato well.. have fun on your vacation! 
34769,1,http://kevinjonasteam.frenchboard.com     http://joejonasfrance.forumactif.com        REGISTER PLEASE!!!! 
34770,1,@hudgensness http://twitpic.com/6e23a - You are so stunning  i love the dress and the colour is gawjus! the shoes r omg! x
34771,0,Got the sudden urge to write a oneshot. I wanted to go to sleep  Darn ideas D:&lt;
34772,1,off to bed!  cyaa tweeters &lt;3
34773,1,"@Missycervantez haha, i got it! looks like you may have figured it out  i'll talk to you when i get back. &lt;3"
34774,0,3.0 has bricked my iPod touch  fuck Apple
34775,1,"Everything that exists today: this fetish, on &quot;Now&quot;: Our focus:what extends our seconds -- even though our 'Heroes' were not so measured "
34776,0,Wants to get it off my mind but cant 
34777,1,Be updating with #squarespace again  #squarespace
34778,1,"Hooookay, what is this?  Apple - Business - Profiles - Twitter http://bit.ly/zVS8o"
34779,0,is so tired of learning 
34780,1,@julescavalier hahaha this made me lol  so THATS what your dad looks like
34781,1,hmmm. not soo fun anymore. check out joe jonas dancing to single ladies on youtube!!! HEELARIOUSSS  (and thats from me by the way)
34782,1,@iLoveTrance my #trancetuesday pick for the week is  @andyace | i like the harder side of uplifitng #trance must check out Force Factor
34783,0,Well it's stopped raining. Luvly lunch. Shame I was sick after  Think the irish coffee was a step too far!
34784,1,@TrishxthexFish i mayyyy be able to.. i might be in san jose that day BUT wednesday (ambassador dinner) for sure and i'll keep you posted 
34785,0,@OfficialAS sorry  I've been TRYING to finish this assignment. EPIC fail there  how was your day?
34786,0,My humor does not tweet-late well. 
34787,1,"&quot;Hang the DJ, hang the DJ...&quot; "
34788,1,@abirtmo deff.  haha.  yeah.  be on the lookout for tours in cali in jan.    that would be amazing!
34789,0,yay tomarrow he gets ungrounded bby ilu than camp next monday i wanna leave  david ilusm
34790,1,Will this letter on law of attraction change ur life? http://bit.ly/6PkyH #loa Also dont 4get 2 download ur free report on the same page 
34791,1,"@AlanCarr Alan you are amazing, you always make me laugh no matter what you do. Can't wait for the new show, the adverts are so funny "
34792,0,oh my word. do not watch this if you have a sensitive stomach.   http://tinyurl.com/l4ukxf I'm actually feeling a little bit sick.
34793,1,@ChellyBellex3 oooh yes 
34794,0,I have something in my eye! How annoying 
34795,0,"@Jerome_143 Aw, that's sad. If a live action DB movie is gonna be made, it should at least come from Japan. That's what I think anyway. "
34796,0,"@adamcoop No, though I qualified for a $250 one to get some new flu shot but I couldnt get to the facility on the day and had to withdraw "
34797,1,PHILLY PHILLYYYYYYYYYYYYYYYY!!!! I swear I love this place! I don't want to leave. But I have to... in an hour. See yall next time. 
34798,0,Shaun got the new Ghostbusters game. Translated: Shaun has been home for about 4 hours now and we barely exchanged small talk. 
34799,1,sooo excited for the campout tonight!! I'm seeing all of my favorite people 
34800,0,Sore head  gettin worse not better!!
34801,1,Just painted the rims on my car he he he 
34802,1,@IamSpectacular Read The Bible 
34803,0,Ew its monday 
34804,0,It has been 3 weeks since I graduated and no interview calls  [sigh]
34805,1,Today was a awesome day... 
34806,1,@RetireLife Thank you   
34807,0, i wanna go to th couch tour GET THE FUCK OVER IT. Wanna Hang? i might hang out with mario or brad.. whatever happens.
34808,0,"@xoh_snap June 16th!  So far away. I'm excited! BUT I might go alone, even though I bought two tix. Sadness. "
34809,0,I lied. I don't like Rhapsody. 
34810,0,"I'm out of contacts  I should order more, or get new glasses!"
34811,1,@marinealways Thanks 
34812,1,@mag_nation I can see it too 
34813,0,@Kree8ev1 It's not working 
34814,1,Great news for all boaters in Dubai. The Dubai Marina Yacht Club has reduced their rentals in the marina &amp; now spaces are also available 
34815,1,"No Dio, but Mother F**king Tim Curry instead  http://bit.ly/hmV5F"
34816,1,@DanWarp hmm.. the set   can you give us tweeters any clues ?
34817,1,Not my favorite choice of colors but it works 
34818,1,"turn right, you won't be alone. "
34819,0,just said goodbye to my friend maddy frane. shes moving to florida. and i'll probably never see her again! 
34820,1,http://www.blogtv.com/People/Lottiie_    come here. 
34821,1,watching the hills season finale &amp; then the mtv movie awards! 
34822,1,@ShawneyJ : Haven't seen that one. *LOL* But clearly someone's over her upset tummy! ;-) Glad you're in a good mood &amp; enjoying yourself! 
34823,1,Finally beat the fat pigeon to my strawberries today  it wondered if it would taste of strawberries if it eats anymore I'm finding out
34824,0,Should have waited for my honey to come home. 
34825,0,First day of summer and I'm already bored. 
34826,0,@myuslan kobaa..u went missin last nite..v were lookin fr u  i thought u were gonna b at 15b ..
34827,0,@_shanika_ I tried mad torrents before I bought it...they won't install the file for the town for some reason.  I'll look 2morrow though
34828,0,"Ahhh, nothing to do "
34829,0,"@keepitsimple_ AUHAUHAUH i know, eu entendo "
34830,0,Gah! Ran the same distance as last week. Still stuck at the 1km mark  I think I need to do 3 runs a week if I'm going to improve.
34831,0,"@Nataliee_ *makes bigger sign* baha, using the big card that i bought, walked through the middle of town with, then couldnt take it to Jb "
34832,0,I think the church bells are clinging for my grandma 
34833,1,Ok friends! I'm not leaving twitter. I need my daily cheeseboard text 
34834,0,"@BiddyMcBidson IDK. She isn't answering her phone, either.  #GoLakers"
34835,1,it's hama time!!...gimme 5 dark brown beads 4 the watermelloooon pleaseee!!! 
34836,1,"@FreeOnes got it Petra, thanks for returning my email  as soon as I get home I'm on it! ;)"
34837,1,good morning germany here i come... how are you today? i'm fine 
34838,0,so tired  and old? waaa boo said that 
34839,1,When it rains it pours.  Hopefully the weather is nice this weekend so I can spend some time outside with Jackson 
34840,1,going to the cages 
34841,0,Sleep for a few hours BECAUSE SOMEONE JUST HAD TO TEXT ME AT 10:30 and wake me up 
34842,1,So full from north star food. 
34843,0,"@LoNero Working all the time so don't get much chance to get into trouble  Moved to Miami for work, lovin the heat for sure."
34844,1,@jordanknight http://twitpic.com/631tq - wanted to come bk N hv anotha look @ da MANPRIS luv em  chooooow!
34845,0,"as usual, one word from me and the opposite happens - hello rain ! "
34846,0,"Just got back from exploring the neighborhood. Started POURING out of nowhere and I had no umbrella  As @yourfriendjennn would say, 'NG!'"
34847,0,is ready for workk... Bleuugh! 
34848,0,Omg i here thunderrrr i wish i was home  i love cuddling with a blanky during a storm
34849,0,its just wrong i have to wake up at 5am for work tomorrow 
34850,0,   hoping to see my baby girl
34851,0,Hmm it's started already!  But I'm spending money so I am calm 
34852,0,Hey @otepofficial I can't hear anything   (otep-official live &gt; http://ustre.am/CyJ)
34853,0,finally done unpacking then packing &amp; cleaning. i'm actually goin to miss the apartment.  strange feeling.
34854,0,Sittin here hoping mr redpants hasn't wandered into a bush or anything...lmao we haven't herd from him in a longggggg time I miss him 
34855,0,I miss my cindy 
34856,0,Ok...I had 2 come bac early from golf coz of hayfever  Anyway I was back at 4pm; now its 6:30pm. Im gonna have dinner now! School tomorrow
34857,1,@kdavis Your tweet really made my day.  What marvelous news for you!! Congratulations 
34858,1,"@AnointedPromise Yes, have to be right for church "
34859,1,looking forward to sunday  its going to be great. what a privilege we have to build lives one @ a time.
34860,1,"@3liz4b3th Aw, thanks! I need to hear that this time of year.  How's the new job?"
34861,0,@dangreenwald Wish Shawn and I could've been there!  
34862,0,got a sore stomach 
34863,1,"@RyanSeacrest Gnight, I was getting ready to say isn't it past you bed time?  Surprised you are tweeting so late."
34864,1,I love Conan O'brien 
34865,1,@alinafm leens pls call me to let me know what is going on ok  ad are we going to eat still or something else? is liz coming?
34866,0,someone - likely a girl who did not want to have fun - just left. Time to go outside &amp; eat some worms... 
34867,0,Going to see The proposal!! But wishing I was with ashhiieess 
34868,1,my da mayniacz streetteam album - Before i rise up coming soon!!!! BUY THIS GOOOOOD SHIT 
34869,0,No luvin for the evening 
34870,0,there is no one on msn this early   .. bored  7: 45 am in australia!!
34871,0,yes. school does suck. sup america. im bored 
34872,1,can't wait to sleep 
34873,1,"@manroo Wow, Fabio Capello has the worst luck ever, good luck to England in the qualifier!   Go lads!"
34874,1,"Good start to the series, Caps "
34875,0,Are Any of our Players Safe. 1st alonso Now Mascherano When will it end 
34876,0,"@millionbaker YOU accused me of being obnoxious first.  Oh cruel world, I think, perhaps, we are not long for each other  "
34877,0,I am not in the mood to iron 
34878,1,@gfalcone601 are you still at Radio1? Go in and say hello  x
34879,1,@smackthis i kno lmao 
34880,1,@sydneyfamous Don't forget to tell your friends about the contest so they can get in for free 
34881,0,"is so tired  BAH, jobs suck!!! :'("
34882,0,"I's an upset tummy, Mommy says no walk today. "
34883,1,"@saragthatsme: 3 day weekend? Enjoy!  Am lucky enough to have a 4 day weekend, just out to do a little shopping."
34884,1,Leaving for school now  So excited that school ends 4 days!
34885,0,@GDGOfficial I fell down Anne Frank's stairs when I was there 
34886,1,Just finished reading this book for a second time 
34887,0,Im all alone this week 
34888,0,@f50noodles jeeeeebus I don't have it around me 24/7! Haha. It hasn't been so cold in my flat yet. N yeah it's winter here  how's manc? x
34889,1,"Happy Birthday my fellow gemini @mjaphet, have a wonderful day!!! "
34890,1,@Chad_Lad Welcome back 
34891,1,@brandonlk hello there!  many loves for #followfriday mentinon.  how is it going? 
34892,1,"@pvponline Super news, Scott! Congrats "
34893,1,"Had fun at Grad Night, so glad I went! I love reconnecting with old friends &amp; realizing some people are obnoxious.. Time for sleep! "
34894,0,@XMPieman xmpie is hard to work - it impos funny 
34895,1,ahhh watching rove 
34896,1,"listenin to some Pinkly smooth and A7X, chattin with friendz, lookin up pixz of Syn the workz...  check out my YouTube ToiletManProductioz"
34897,0,"Give a little time for the child within you, don't be afriad to be young and free. Unless of course you have a tonne of work to do "
34898,0,@iLoveElleB I am  and *janet jackson voice* I get so lonelyyyy
34899,0,lost his camera last night 
34900,0,"is really really missing amsterdam,urg my heartbreaks if i think about it to much "
34901,1,@heymonday I think arizona is my fav song I wanna see it live at #letsmakeamess tour 
34902,1,"@trohman Tweet #Jizzersforlife  We're FBR fans, we're jizztastic, and we're trying to make it onto the TT. Help us out? Thanks!"
34903,1,@Hetty4Christ glad I can help out  always glad to bring smiles to those that like to smile
34904,0,of courseee it's raining on my day off! 
34905,1,@LittleYellowJen o how i love having my P's 
34906,1,Going home 
34907,1,@hansonmusic I love your acoustic stuff.    Underneath Acoustic might be my favorite album of yours.
34908,1,thank you to everyone who voted for us  mwah!
34909,1,"@maleghast What can I say? I started early.... and yet started late, as you know "
34910,0,i need you 
34911,0,@atebits you're kidding? right?!  ugh.
34912,0,u had to be in ohio this wknd huh???? 
34913,0,To the Commonwealth Club for the opening of the Mozambique Mundo exhibition (via @jonathanfryer) miss not being Com Club member 
34914,0,@m3php sadly we all have to wait for accounts and access to try it all  
34915,1,"creating reporting sys for management, should i make the Yaxis a running total rather than new data? that way the graph will always go up "
34916,0,I has a bright red umbrella!  They didn't have a pink one to match my ds or a purple to match my purse. 
34917,0,@babyscratch i feel like an overused dryer sheet! this cold/flu bug finally tapped me on the shoulder &amp; asked me 2 dance DOH! 
34918,1,@hostingsearch ooh now that could be interesting 
34919,1,@loubee_ have fun love  x
34920,1,@nkotb u know nautinkotbkitty will be there! or should my voyeur side truely come out?? 
34921,0,my fender is broken  i am quite devastated
34922,1,@allenloh Hehe... Thanks for the review. I decided to skip it since both FB and Twitter apps are quite comprehensive.. 
34923,1,Bike ride with Team Luna Chix ATL and @ksgill! Bring it on triathlon 
34924,0,already missing Chantellie. 
34925,1,@ABP1968 Happy to be corrected. Less happy about the result. Cheers fella 
34926,0,EMMA! I MISS YOU   best friend â¥
34927,0,*Audrey is my cousin who died from kidney failure. 
34928,1,is super-charged! Monday at Mudra in Mumbai - here I come 
34929,1,@kirstiealley I think u need ur own talkshow personally 
34930,0,@AlexReed92 beww  well keep me updated and for twitter emotional support.
34931,0,"@xandersgirl18 oh that sucks.  Who wants to teach math anyways, its so boring. lol."
34932,0,"Just installed a heavy ass air conditioner in my basement, my arm hurts. "
34933,1,....C.R. Break.....need to release all that orange soda 
34934,0,@johnrutledge Unfortunately Ive seen details of this study &amp; they dont account 4 people already in fin. hardship b4 med probs  Biased
34935,1,3:40 AM and time to go bed. 
34936,0,feelin dead! packing up 
34937,1,At the mall!!  ï¿½LGV!ï¿½
34938,1,@SookieBonTemps I want some breakfast 
34939,0,@LittleLiverbird I know last night i didnt get to sleep till half one ! 
34940,1,Redboxing it with the crew. The smell of deet is going to be overwhelming...but we won't be itchy 
34941,1,Across the Universe! And cereal! 
34942,0,@CrystalR0se aww.  Thanks crystal. It's really hard not to when ur watching all these guys hit on girls a d ur not one of them 
34943,0,"@shaundiviney I wish, my sister wouldn't drive me! "
34944,0,Nothing worst than waking up with a cramp in the back of your leg 
34945,0,sad because my niece just broke her arm. 
34946,0,Today is 777 days until LeakyCon 2011. Awesome number but I wish it wasn't so far away 
34947,1,let's get these guys up to 5000! @joepolitics @jimmymarsh617 @nellypt and also help out @gvalentinoball 
34948,1,"@ddlovato this is silly but i had a dance tryout on friday and i find out today if i made it, could you wish me luck &amp; pray for me please "
34949,1,shall go and shower now and then go and pick that dress from taiwan up! 
34950,1,@AngelaGunn you're kind of scary.  I think I like it 
34951,1,@benjeh32 she said it doesnt really matter.. 
34952,1,Up super early going to the gym extra early so I can flirt with dirty ol men...I love'm  hehehehe don't touch my goodies &quot;/
34953,0,My feelings are really hurt.  I'm not used to feeling this way.
34954,1,@jessicastrust Welcome back! Good to see you 
34955,1,@Midficial I love how you ignore every question i ever asked you- can I hate on you too??? 
34956,1,going to my friend 
34957,1,Just finished cooking now I'm off to bed 
34958,1,@ThisisDavina Me! 
